ID_EoL,CanonicalName,BinomialName,Order,Family,Genus,Species,Domestication,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n_per_km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,Diet,AVGFoodConsumption,Sociality,SocialHierarchy,NumMales,MaturityReachMale,MaturityReachFemale,MatingSystem,NumOffspring,BreedingInterval,YearRoundBreeding,AVGBodyMass,ParentalCare,DevelopmentStrategy,HeadOrnaments,Lifespan,NaturalPredators,Motility,CarryWeight,PullStrength,AVGMovingSpeed,AVGTravelDistance
328729,Bubalus mindorensis,Bubalus_mindorensis,Artiodactyla,Bovidae,Bubalus,mindorensis,0,2,254389.74,NA,2199.99,NA,NA,NA,NA,2,1095,306.06,1,NA,NA,1095,1,1,336,NA,NA,NA,11,755.15,1,NA,1,1,NA,NA,NA,4,5.08,1,2,4,NA,NA,NA,1,1095,2,254,2,NA,0,25,3,1,50877.948,50877.948,NA,NA
328730,Bubalus quarlesi,Bubalus_quarlesi,Artiodactyla,Bovidae,Bubalus,quarlesi,0,3,181718.86,NA,1577.97,NA,NA,NA,NA,3,NA,294.99,NA,NA,NA,NA,1,1,270,NA,NA,NA,NA,755.15,1,NA,NA,1,NA,NA,NA,4,7.24,1,2,4,24,24,NA,1,NA,1,181,2,NA,0,25,3,1,36343.772,36343.772,NA,NA
328689,Capra caucasica,Capra_caucasica,Artiodactyla,Bovidae,Capra,caucasica,0,2,58149.52,NA,NA,NA,NA,NA,NA,2,NA,155,NA,NA,NA,NA,1.09,NA,264,NA,NA,NA,NA,1015,NA,3,NA,NA,NA,NA,NA,NA,2.32,2,1,3,NA,NA,NA,1.09,NA,NA,58,NA,2,0,40,1,1,11629.904,11629.904,NA,NA
328691,Capra falconeri,Capra_falconeri,Artiodactyla,Bovidae,Capra,falconeri,0,3,54303.37,NA,1590,NA,730,NA,NA,2,NA,167.98,1,NA,NA,NA,1.73,NA,168,NA,NA,NA,11,1015,NA,NA,1,1,167.29,NA,NA,6,2.16,1,1,3,36,24,2,1.73,NA,2,54,2,NA,0,12,2,1,10860.674,10860.674,17,NA
328692,Capra ibex,Capra_ibex,Artiodactyla,Bovidae,Capra,ibex,0,2,69546.83,NA,NA,NA,912.5,NA,NA,2,NA,167.5,1,NA,NA,547.5,1.11,NA,267.6,2779.07,NA,NA,NA,838.54,NA,3,1,1,111.75,15683.39,NA,6,2.76,1,1,3,10,10,2,1.11,489,2,69,2,2,0,20,2,1,13909.366,13909.366,NA,14.9
328693,Capra nubiana,Capra_nubiana,Artiodactyla,Bovidae,Capra,nubiana,0,2,47763.72,NA,NA,NA,NA,NA,NA,4,NA,150,NA,NA,NA,NA,1,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.88,2,1,3,54,24,2,1,NA,2,47,2,1,0,20,2,1,9552.744,9552.744,NA,7.75
328694,Capra pyrenaica,Capra_pyrenaica,Artiodactyla,Bovidae,Capra,pyrenaica,0,2,60898.77,NA,1200,NA,NA,NA,NA,2,NA,150,NA,0.64,0.51,NA,1.5,NA,192,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,6,2.4,2,1,3,27,27,2,1.5,NA,2,60,NA,2,0,20,1,1,12179.754,12179.754,NA,0.64
328695,Capra sibirica,Capra_sibirica,Artiodactyla,Bovidae,Capra,sibirica,0,2,130000,NA,NA,NA,NA,NA,NA,2,NA,175,NA,NA,NA,NA,NA,NA,267,3640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.2,2,1,3,60,24,2,NA,NA,2,130,2,2,0,20,2,1,26000,26000,NA,NA
328696,Capra walie,Capra_walie,Artiodactyla,Bovidae,Capra,walie,0,2,100144.02,NA,NA,NA,NA,NA,NA,2,NA,157.5,1,NA,NA,NA,1,NA,NA,NA,NA,4.07,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,2,1,3,12,12,2,1,NA,2,100,2,2,0,NA,1,NA,20028.804,20028.804,NA,1.25
308479,Capreolus capreolus,Capreolus_capreolus,Artiodactyla,Cervidae,Capreolus,capreolus,0,2,22502.01,NA,NA,NA,730,78470,190000,4,NA,196,1,0.52,0.49,365,1.79,NA,204,1208.55,NA,7.61,NA,400.97,NA,NA,1,NA,79.75,NA,NA,NA,1,2,2,3,21.5342,13.5781,NA,1.79,365,NA,22,2,NA,1,15,1,1,4500.402,4500.402,NA,0.52
129573,Capreolus pygargus,Capreolus_pygargus,Artiodactyla,Cervidae,Capreolus,pygargus,0,2,41371.03,NA,1320,NA,NA,NA,NA,3,NA,290,1,0.99,1.06,NA,2,NA,NA,1923.53,NA,80,NA,908.84,NA,NA,1,NA,136.1,NA,NA,NA,1.64,NA,NA,4,NA,NA,NA,2,NA,NA,41,2,NA,1,NA,1,1,8274.206,8274.206,NA,0.99
1038800,Capricornis crispus,Capricornis_crispus,Artiodactyla,Bovidae,Capricornis,crispus,0,2,43030.64,NA,NA,NA,NA,NA,NA,4,1603.59,213,NA,0.11,0.11,547.5,1,1,222.96,3499.99,NA,1.98,NA,988.23,NA,4,NA,NA,59.27,NA,NA,4,1.72,1,2,4,33,33,1,1,5475,2,43,2,2,0,15,1,1,8606.128,8606.128,NA,0.11
7216318,Capricornis milneedwardsii,Capricornis_milneedwardsii,Artiodactyla,Bovidae,Capricornis,milneedwardsii,0,3,130000,NA,NA,NA,NA,NA,NA,2,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,4,NA,NA,NA,NA,NA,NA,160,2,NA,0,NA,1,NA,NA,NA,NA,NA
7216319,Capricornis rubidus,Capricornis_rubidus,Artiodactyla,Bovidae,Capricornis,rubidus,0,2,130000,NA,NA,NA,NA,NA,NA,3,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,4,NA,NA,NA,NA,NA,NA,135,2,NA,0,NA,1,NA,NA,NA,NA,NA
1038801,Capricornis sumatraensis,Capricornis_sumatraensis,Artiodactyla,Bovidae,Capricornis,sumatraensis,0,2,110942.22,NA,1449.99,NA,NA,NA,NA,2,NA,231.37,NA,NA,NA,NA,1.22,NA,252,4100,NA,NA,NA,NA,NA,4,NA,1,166.34,NA,NA,4,4.4,1,2,4,NA,NA,NA,1.22,NA,2,110,2,1,0,15,1,1,22188.444,22188.444,NA,0.134
1038802,Capricornis swinhoei,Capricornis_swinhoei,Artiodactyla,Bovidae,Capricornis,swinhoei,0,2,30000,NA,NA,NA,NA,NA,NA,1,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,25,2,NA,0,NA,1,NA,NA,NA,20,NA
7216320,Capricornis thar,Capricornis_thar,Artiodactyla,Bovidae,Capricornis,thar,0,3,115000,NA,NA,NA,NA,NA,NA,1,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,4,NA,NA,NA,NA,NA,NA,112.5,2,NA,0,NA,2,NA,NA,NA,NA,1.7
328336,Catagonus wagneri,Catagonus_wagneri,Artiodactyla,Tayassuidae,Catagonus,wagneri,0,3,35566.4,140.59,1025.93,NA,730,NA,NA,6,NA,152.08,1,7,8.03,NA,2.47,NA,108,600.2,NA,9.24,4.5,821.58,5.75,8,1,2,60.37,NA,NA,NA,1.4,NA,2,1,NA,36.0328,NA,2.47,NA,NA,35,2,NA,0,15,1,NA,7113.28,7113.28,NA,7
328701,Cephalophus adersi,Cephalophus_adersi,Artiodactyla,Bovidae,Cephalophus,adersi,0,2,9249.95,NA,690,NA,NA,NA,NA,4,NA,120,1,NA,NA,NA,1,NA,48.96,NA,NA,3.65,1.5,NA,NA,4,1,1,NA,NA,NA,NA,0.36,NA,NA,4,NA,NA,NA,1,NA,NA,9,2,NA,0,15,1,1,1849.99,1849.99,NA,5.18
4447179,Cephalophus brookei,Cephalophus_brookei,Artiodactyla,Bovidae,Cephalophus,brookei,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,2,NA,NA,NA,NA,0.1
328702,Cephalophus callipygus,Cephalophus_callipygus,Artiodactyla,Bovidae,Cephalophus,callipygus,0,3,19079.23,NA,1014.28,NA,NA,NA,NA,3,NA,240,1,0.32,0.3,NA,1,NA,NA,2800,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,19,2,NA,0,NA,2,1,3815.846,3815.846,NA,0.32
328703,Cephalophus dorsalis,Cephalophus_dorsalis,Artiodactyla,Bovidae,Cephalophus,dorsalis,0,1,20000,NA,849.99,NA,760.41,NA,NA,4,NA,238,1,0.27,0.26,NA,1,NA,204.96,1611.37,NA,NA,NA,547.46,1,4,1,2,NA,NA,NA,NA,0.8,NA,NA,4,NA,NA,NA,1,NA,NA,20,2,NA,0,15,1,1,4000,4000,NA,0.27
328713,Cephalophus jentinki,Cephalophus_jentinki,Artiodactyla,Bovidae,Cephalophus,jentinki,0,1,68489.54,NA,1349.99,NA,NA,NA,NA,4,NA,240,NA,NA,NA,NA,1,NA,210,4581.46,NA,0.1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,2.72,NA,NA,4,NA,NA,NA,1,NA,NA,68,2,NA,0,15,1,1,13697.908,13697.908,NA,NA
328714,Cephalophus leucogaster,Cephalophus_leucogaster,Artiodactyla,Bovidae,Cephalophus,leucogaster,0,3,13208.69,NA,939.32,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,1,NA,63.96,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,0.52,NA,NA,4,NA,NA,NA,1,NA,NA,13,2,NA,0,15,2,1,2641.738,2641.738,NA,0.6
328717,Cephalophus natalensis,Cephalophus_natalensis,Artiodactyla,Bovidae,Cephalophus,natalensis,0,3,12724.51,NA,786.14,NA,NA,NA,NA,4,NA,212.97,1,0.06,0.09,235,1,NA,180,954.89,NA,6.92,NA,NA,2,4,1,1,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,235,NA,12,2,NA,0,15,2,1,2544.902,2544.902,NA,0.06
328709,Cephalophus niger,Cephalophus_niger,Artiodactyla,Bovidae,Cephalophus,niger,0,2,19094.32,NA,1041.8,NA,NA,NA,NA,7,NA,126,1,NA,NA,NA,1,NA,122.04,1940,NA,1.14,NA,NA,NA,4,1,2,89.49,NA,NA,6,8,1,2,4,13.5,13.5,NA,1,NA,1,190,2,2,0,15,2,1,3818.864,3818.864,NA,NA
328718,Cephalophus nigrifrons,Cephalophus_nigrifrons,Artiodactyla,Bovidae,Cephalophus,nigrifrons,0,2,14676.33,NA,944.21,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,236.4,NA,NA,2,NA,NA,NA,4,1,1,NA,NA,NA,NA,0.56,NA,NA,4,NA,NA,NA,NA,NA,NA,14,2,NA,0,19,1,1,2935.266,2935.266,NA,NA
328719,Cephalophus ogilbyi,Cephalophus_ogilbyi,Artiodactyla,Bovidae,Cephalophus,ogilbyi,0,3,18386.42,NA,1000,NA,NA,NA,NA,1,NA,121.66,NA,0.07,0.08,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0.72,NA,NA,4,NA,NA,NA,1,NA,NA,18,2,NA,0,NA,2,NA,3677.284,3677.284,NA,0.07
328721,Cephalophus rufilatus,Cephalophus_rufilatus,Artiodactyla,Bovidae,Cephalophus,rufilatus,0,3,12114.57,NA,650,NA,794.63,NA,NA,5,NA,233.99,1,NA,NA,NA,1,NA,114,975.1,NA,3.18,NA,NA,1,4,1,2,85.59,NA,NA,6,0.48,1,2,4,9,9,1,1,NA,2,12,2,2,0,19,1,1,2422.914,2422.914,NA,0.06
328708,Cephalophus silvicultor,Cephalophus_silvicultor,Artiodactyla,Bovidae,Cephalophus,silvicultor,0,2,62006.6,NA,1324.76,NA,NA,NA,NA,5,NA,234.43,1,NA,NA,306,1,NA,207.96,4400.72,NA,0.5,NA,NA,1,4,1,2,34.9,NA,NA,1,2.48,1,2,4,15,10.5,1,1,306,1,62,2,NA,0,19,2,1,12401.32,12401.32,NA,2
328722,Cephalophus spadix,Cephalophus_spadix,Artiodactyla,Bovidae,Cephalophus,spadix,0,1,56857.02,NA,1174.48,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,65.04,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,56,2,NA,0,19,2,1,11371.404,11371.404,NA,0.55
328723,Cephalophus weynsi,Cephalophus_weynsi,Artiodactyla,Bovidae,Cephalophus,weynsi,0,3,17500,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,NA,NA,4,NA,NA,NA,NA,NA,NA,17.7,2,NA,0,19,1,1,NA,NA,NA,NA
328710,Cephalophus zebra,Cephalophus_zebra,Artiodactyla,Bovidae,Cephalophus,zebra,0,2,15654.75,NA,874.99,NA,NA,NA,NA,3,NA,223.89,1,NA,NA,NA,1,NA,146.04,1704.99,NA,NA,NA,NA,NA,4,1,2,13.64,NA,NA,NA,0.6,1,2,4,NA,NA,NA,1,NA,NA,15,2,NA,0,19,1,1,3130.95,3130.95,NA,NA
311503,Ceratotherium simum,Ceratotherium_simum,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,0,2,2285939.43,NA,2586.81,NA,2463.75,NA,NA,1,902.99,534.19,1,19.09,19,967.25,1,NA,600,48500,NA,0.47,3.75,2741.23,NA,NA,1,1,365,274482.35,NA,4,45.7,NA,1,3,72,48,3,1,1009,1,2285,2,NA,0,50,1,1,457187.886,457187.886,24,19.09
328649,Cervus elaphus,Cervus_elaphus,Artiodactyla,Cervidae,Cervus,elaphus,0,2,240867.13,NA,2136.72,NA,993.71,NA,NA,5,NA,235.61,1,58.42,54.81,NA,1.09,NA,321.6,8255.82,NA,2.9,NA,659.91,17.5,NA,1,1,104.64,43977.2,NA,6,9.6,2,2,3,16,16,2,1.09,12,2,240,2,1,0,20,2,1,48173.426,48173.426,55,58.42
328650,Cervus nippon,Cervus_nippon,Artiodactyla,Cervidae,Cervus,nippon,0,2,52999.99,NA,1200.51,NA,1095,NA,NA,2,NA,223.66,1,1.43,0.62,NA,1,NA,305.04,4277.11,570,0.75,NA,518.12,7.5,4,1,1,197.7,NA,NA,4,2.08,2,2,3,17,17,2,1,NA,2,52,2,2,1,25,1,1,10599.998,10599.998,NA,1.43
308530,Connochaetes gnou,Connochaetes_gnou,Artiodactyla,Bovidae,Connochaetes,gnou,0,2,156547.53,NA,1821.79,NA,912.5,NA,NA,2,NA,256.76,1,0.95,NA,NA,1,NA,240,10941.45,NA,34.62,NA,965.63,26.75,2,1,1,111.57,NA,NA,4,6.24,2,1,3,36,24,2,1,NA,2,156,2,2,0,19,2,1,31309.506,31309.506,72,0.95
308531,Connochaetes taurinus,Connochaetes_taurinus,Artiodactyla,Bovidae,Connochaetes,taurinus,0,2,198619.68,NA,2014.99,NA,730,26460,90000,1,NA,251.49,1,NA,NA,365,0.98,NA,258,18044.36,NA,7.99,NA,841.82,20,2,1,1,256.32,51051.33,NA,4,7.92,2,2,3,24,16,2,0.98,365,2,198,2,1,0,19,2,NA,39723.936,39723.936,80,1.5
313992,Dama dama,Dama_dama,Artiodactyla,Cervidae,Dama,dama,0,2,57224.61,NA,NA,NA,1095,NA,NA,2,319.37,230,1,0.71,0.61,365,1,NA,300,4698.44,621.14,21.99,NA,543.28,10.5,NA,1,1,177.63,16720.38,NA,4,2.28,1,2,3,17,16,2,1,365,2,57,2,1,1,25,1,1,11444.922,11444.922,48,0.71
4447088,Damaliscus korrigum,Damaliscus_korrigum,Artiodactyla,Bovidae,Damaliscus,korrigum,0,NA,127194.87,NA,NA,NA,NA,NA,NA,1,NA,240,NA,NA,NA,NA,NA,NA,150.96,NA,NA,3.29,NA,1094.37,NA,2,NA,NA,NA,NA,NA,NA,5.08,NA,NA,3,NA,NA,NA,NA,NA,NA,127,NA,NA,0,25,1,1,25438.974,25438.974,NA,4
308534,Damaliscus lunatus,Damaliscus_lunatus,Artiodactyla,Bovidae,Damaliscus,lunatus,0,2,136000.33,NA,1700,NA,912.5,NA,NA,1,NA,238,1,NA,NA,NA,0.98,NA,216,11000,NA,2.74,NA,665.3,3.6,2,1,1,NA,NA,NA,NA,5.44,2,1,3,NA,21.0082,NA,0.98,NA,NA,136,2,2,0,25,2,1,27200.066,27200.066,80,2
308532,Damaliscus pygargus,Damaliscus_pygargus,Artiodactyla,Bovidae,Damaliscus,pygargus,0,3,77784.55,NA,NA,NA,1003.75,NA,NA,1,NA,240.54,NA,NA,NA,365,1.41,NA,260.04,6873.81,NA,24.56,NA,620.76,NA,2,NA,NA,121.66,21189.56,NA,NA,3.08,2,1,2,NA,23.2438,NA,1.41,365,2,77,NA,2,0,21,2,1,15556.91,15556.91,NA,0.2
18752659,Damaliscus superstes,Damaliscus_superstes,Artiodactyla,Bovidae,Damaliscus,superstes,0,2,130000,NA,NA,NA,NA,NA,NA,1,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,132.5,NA,NA,0,NA,2,NA,NA,NA,NA,NA
311504,Dicerorhinus sumatrensis,Dicerorhinus_sumatrensis,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,0,2,1046156.04,NA,2769.99,NA,NA,NA,NA,2,NA,310.19,2,11.87,12.72,1277.5,1,NA,420,22849.5,911.99,1.05,1,2784.26,NA,NA,1,1,362.93,NA,NA,6,20.92,NA,2,4,NA,90.0163,NA,1,1278,NA,1046,2,NA,0,32,1,1,209231.208,209231.208,42,11.87
311501,Diceros bicornis,Diceros_bicornis,Perissodactyla,Rhinocerotidae,Diceros,bicornis,0,2,995940.54,NA,2849.99,NA,2053.12,NA,NA,2,NA,466.24,1,11.48,13.24,1049.37,1,NA,564,34999.99,NA,0.11,1,2199.16,1,NA,1,1,583.09,426865.48,NA,6,19.9,1,2,4,90,72,2,1,1059,1,995,2,1,0,45,1,1,199188.108,199188.108,55,11.48
308538,Dorcatragus megalotis,Dorcatragus_megalotis,Artiodactyla,Bovidae,Dorcatragus,megalotis,0,3,10918.12,NA,779.98,NA,NA,NA,NA,3,NA,180,1,NA,NA,NA,1,NA,168,NA,NA,NA,NA,NA,7,2,1,1,NA,NA,NA,NA,0.4,NA,NA,2,NA,NA,NA,1,NA,NA,10,2,NA,1,45,2,NA,2183.624,2183.624,NA,0.7
308480,Elaphodus cephalophus,Elaphodus_cephalophus,Artiodactyla,Cervidae,Elaphodus,cephalophus,0,2,23087.87,NA,NA,NA,NA,NA,NA,3,NA,181.24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,631.37,NA,NA,NA,NA,NA,NA,NA,6,0.92,1,2,4,21,21,2,1,NA,2,23,2,1,1,12,1,1,4617.574,4617.574,70,NA
308403,Elaphurus davidianus,Elaphurus_davidianus,Artiodactyla,Cervidae,Elaphurus,davidianus,0,2,165989.17,NA,NA,NA,NA,NA,NA,2,NA,286.49,1,NA,NA,359.5,1.22,NA,279.6,10467.5,NA,NA,NA,NA,NA,NA,1,1,155.59,NA,NA,4,6.6,2,2,3,27,27,2,1.22,360,2,165,NA,NA,1,23,NA,1,33197.834,33197.834,NA,1
47186326,Equus burchellii,Equus_burchellii,Perissodactyla,Equidae,Equus,burchellii,0,3,279160.65,NA,NA,NA,1277.5,NA,NA,3,NA,371.2,1,127.99,120.07,385,1,NA,480,32274.54,NA,7,5.1,709.82,NA,NA,1,1,294.11,165361.14,NA,4,5.58,2,1,2,19,19,2,NA,NA,1,279,NA,1,0,NA,2,NA,55832.13,55832.13,60,127.99
129473,Equus grevyi,Equus_grevyi,Perissodactyla,Equidae,Equus,grevyi,0,2,408000.35,NA,2700,NA,1642.5,NA,NA,1,843.65,406,1,NA,NA,NA,1,0.5,312,39999.99,NA,2.27,NA,1341.92,NA,NA,1,1,271.7,NA,NA,4,8.16,1,1,1,48,42,2,1,575,1,408,2,1,0,28,2,1,81600.07,81600.07,64,10
311507,Equus hemionus,Equus_hemionus,Perissodactyla,Equidae,Equus,hemionus,0,2,235248.07,NA,2250,NA,1277.5,NA,NA,2,547.5,346,1,NA,NA,547.5,1,NA,465.6,NA,NA,0.69,3,1184.16,3,NA,1,1,456.25,NA,NA,4,9.4,2,2,2,42,42,1,1,458,2,235,2,NA,0,22,1,1,47049.614,47049.614,69,9
311506,Equus kiang,Equus_kiang,Perissodactyla,Equidae,Equus,kiang,0,1,281138.63,NA,NA,NA,NA,NA,NA,1,NA,260.76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,1,NA,NA,NA,NA,4,5.62,2,1,1,24,24,2,NA,NA,2,281,2,1,0,26,1,1,56227.726,56227.726,60,NA
311502,Equus quagga,Equus_quagga,Perissodactyla,Equidae,Equus,quagga,0,2,"400,000.00",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,1,NA,NA,NA,NA,NA,NA,400,NA,NA,0,26,1,1,80000,80000,56,315
129474,Equus zebra,Equus_zebra,Perissodactyla,Equidae,Equus,zebra,0,3,282462.13,NA,2350,NA,1633.37,NA,NA,2,655.29,363.49,1,7.4,6.88,653.95,1,0.35,288,29496.68,1000,1.32,4,963.17,13,NA,1,1,181.46,117097.78,NA,4,5.64,2,1,2,42,49,2,1,670,1,282,2,1,0,20,2,1,56492.426,56492.426,64,7.4
129515,Eudorcas rufifrons,Eudorcas_rufifrons,Artiodactyla,Bovidae,Eudorcas,rufifrons,0,2,26999.77,NA,885,NA,NA,NA,NA,2,NA,174.73,1,NA,NA,NA,1,NA,162,NA,NA,1.56,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.04,NA,NA,1,NA,NA,NA,1,NA,NA,26,NA,NA,0,20,2,1,5399.954,5399.954,NA,12
129516,Eudorcas rufina,Eudorcas_rufina,Artiodactyla,Bovidae,Eudorcas,rufina,0,NA,39999.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,0,NA,NA,1,7999.998,7999.998,NA,NA
129521,Eudorcas thomsonii,Eudorcas_thomsonii,Artiodactyla,Bovidae,Eudorcas,thomsonii,0,2,22907.43,NA,885,NA,552.51,NA,NA,2,NA,166.14,1,NA,NA,193.9,1,NA,182.04,2500,NA,12.53,NA,418.38,NA,NA,1,1,93.25,NA,NA,4,0.88,2,2,1,NA,NA,2,1,1939,1,22,2,2,0,20,2,NA,4581.486,4581.486,72.5,NA
308548,Gazella arabica,Gazella_arabica,Artiodactyla,Bovidae,Gazella,arabica,0,2,24124.67,NA,1000,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1.5,NA,135.96,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.96,NA,NA,3,NA,NA,NA,1.5,NA,NA,24,NA,NA,0,20,1,NA,4824.934,4824.934,65,NA
308550,Gazella bennettii,Gazella_bennettii,Artiodactyla,Bovidae,Gazella,bennettii,0,1,18916.67,NA,NA,NA,NA,NA,NA,3,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.72,1,2,4,24,12,3,NA,NA,2,18,NA,1,0,NA,2,1,3783.334,3783.334,NA,NA
311406,Gazella cuvieri,Gazella_cuvieri,Artiodactyla,Bovidae,Gazella,cuvieri,0,2,35000,NA,NA,NA,NA,NA,NA,2,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1.46,274,NA,25,NA,NA,0,20,1,1,NA,NA,100,NA
129511,Gazella dorcas,Gazella_dorcas,Artiodactyla,Bovidae,Gazella,dorcas,0,2,15635.95,NA,965.68,NA,836.45,NA,NA,6,NA,172,1,15.52,NA,337.85,1.22,NA,209.04,1573.21,499.99,2.3,NA,620.76,6.75,NA,1,2,61.35,4001.14,NA,6,0.6,2,1,2,19.3644,24,2,1.22,338,2,15,2,1,0,20,2,1,3127.19,3127.19,70,15.52
24183270,Gazella erlangeri,Gazella_erlangeri,Artiodactyla,Bovidae,Gazella,erlangeri,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
129512,Gazella gazella,Gazella_gazella,Artiodactyla,Bovidae,Gazella,gazella,0,2,21306.83,NA,1012.85,0,547.5,NA,NA,3,182.5,180,1,1.46,1.37,228.12,1.22,NA,219,2124.99,NA,0.4,NA,485.11,7.2,NA,1,1,86.17,NA,NA,4,0.84,1,2,2,27,27,3,1.22,297,2,21,2,1,0,18,2,1,4261.366,4261.366,80,1.46
129514,Gazella leptoceros,Gazella_leptoceros,Artiodactyla,Bovidae,Gazella,leptoceros,0,2,24645.75,NA,1032.67,NA,319.37,NA,NA,2,NA,167.29,1,NA,NA,NA,1,NA,168,4615.3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0.96,NA,NA,3,NA,NA,NA,1,NA,NA,24,NA,NA,0,18,2,1,4929.15,4929.15,NA,NA
129517,Gazella saudiya,Gazella_saudiya,Artiodactyla,Bovidae,Gazella,saudiya,0,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,3,NA,NA,NA,NA,NA,NA,16,NA,NA,0,NA,NA,NA,3200,3200,NA,NA
